type,code,name,info,type2,flag,pos,uk1,weapontype,uk2,sex,school,attack,skill,uk3,uk4,beitemslot
159155,special_F9007,タイ伝統衣装,タイの伝統衣装風スタイル。気分は南国！　女生徒用,6,5,192,1,0,0,2,0,0,0,0,1,522222
159156,foot_F9007,タイ伝統履き物,タイの伝統衣装風スタイルの履物。気分は南国！　女生徒用,6,5,256,1,0,0,2,0,0,0,0,1,522222
159157,special_M9029,紋付袴,日本の伝統的正装風スタイル。お正月はこれで決まり！　男子生徒用,6,5,192,1,0,0,1,0,0,0,0,1,522222
159158,foot_M9029,雪駄,日本の伝統的正装風スタイルの履物。お正月はこれで決まり！　男子生徒用,6,5,256,1,0,0,1,0,0,0,0,1,522222
159159,special_F9029,着物,日本の伝統的正装風スタイル。お正月はこれで決まり！　女生徒用,6,5,192,1,0,0,2,0,0,0,0,1,522222
159160,foot_F9029,雪駄,日本の伝統的正装風スタイルの履物。お正月はこれで決まり！　女生徒用,6,5,256,1,0,0,2,0,0,0,0,1,522222
159161,special_M9030,キラ☆フワ☆クマさんスーツ,制服デザインコンテスト雑誌部門の最優秀作品。イラストレーター・濱元隆輔氏がデザインした、男子生徒用「キラ☆フワ☆クマさんライフ」制服のスーツ,6,4,192,1,0,0,1,0,0,0,0,1,522222
159162,foot_M9030,キラ☆フワ☆クマさんフット,制服デザインコンテスト雑誌部門の最優秀作品。イラストレーター・濱元隆輔氏がデザインした、男子生徒用「キラ☆フワ☆クマさんライフ」制服の靴,6,4,256,1,0,0,1,0,0,0,0,1,522222
159163,hand_M9030,キラ☆フワ☆クマさんグローブ,制服デザインコンテスト雑誌部門の最優秀作品。イラストレーター・濱元隆輔氏がデザインした、男子生徒用「キラ☆フワ☆クマさんライフ」制服の手袋,6,4,8,1,0,0,1,0,0,0,0,0,522222
159164,cap_M9030,キラ☆フワ☆クマさんフード,制服デザインコンテスト雑誌部門の最優秀作品。イラストレーター・濱元隆輔氏がデザインした、男子生徒用「キラ☆フワ☆クマさんライフ」制服の帽子,6,4,1,2,0,0,1,0,0,0,0,0,522222
159165,special_F9030,キラ☆フワ☆クマさんドレス,制服デザインコンテスト雑誌部門の最優秀作品。イラストレーター・濱元隆輔氏がデザインした、女生徒用「キラ☆フワ☆クマさんライフ」制服のドレス,6,4,192,1,0,0,2,0,0,0,0,1,522222
159166,foot_F9030,キラ☆フワ☆クマさんブーツ,制服デザインコンテスト雑誌部門の最優秀作品。イラストレーター・濱元隆輔氏がデザインした、女生徒用「キラ☆フワ☆クマさんライフ」制服のブーツ,6,4,256,1,0,0,2,0,0,0,0,1,522222
159167,hand_F9030,キラ☆フワ☆クマさんグローブ,制服デザインコンテスト雑誌部門の最優秀作品。イラストレーター・濱元隆輔氏がデザインした、女生徒用「キラ☆フワ☆クマさんライフ」制服の手袋,6,4,8,1,0,0,2,0,0,0,0,0,522222
159168,cap_F9030,キラ☆フワ☆クマさんイヤー,制服デザインコンテスト雑誌部門の最優秀作品。イラストレーター・濱元隆輔氏がデザインした、女生徒用「キラ☆フワ☆クマさんライフ」制服のヘアバンド,6,4,1,2,0,0,2,0,0,0,0,0,522222
159169,special_M9031,イブニングスカイローブ,制服デザインコンテスト一般部門の最優秀作品。ペンネーム・遠野四季さんがデザインした、男子生徒用「天文学部」のローブ,6,4,192,1,0,0,1,0,0,0,0,1,522222
159170,foot_M9031,トゥインクルブーツ,制服デザインコンテスト一般部門の最優秀作品。ペンネーム・遠野四季さんがデザインした、男子生徒用「天文学部」のブーツ,6,4,256,1,0,0,1,0,0,0,0,1,522222
159171,hand_M9031,ウラヌスグローブ,制服デザインコンテスト一般部門の最優秀作品。ペンネーム・遠野四季さんがデザインした、男子生徒用「天文学部」の手袋,6,4,8,1,0,0,1,0,0,0,0,0,522222
159172,cap_M9031,クレセントムーンハット,制服デザインコンテスト一般部門の最優秀作品。ペンネーム・遠野四季さんがデザインした、男子生徒用「天文学部」の帽子,6,4,1,2,0,0,1,0,0,0,0,0,522222
159173,special_F9031,モーニングスカイローブ,制服デザインコンテスト一般部門の最優秀作品。ペンネーム・遠野四季さんがデザインした、女生徒用「天文学部」のローブ,6,4,192,1,0,0,2,0,0,0,0,1,522222
159174,foot_F9031,トゥインクルブーツ,制服デザインコンテスト一般部門の最優秀作品。ペンネーム・遠野四季さんがデザインした、女生徒用「天文学部」のブーツ,6,4,256,1,0,0,2,0,0,0,0,1,522222
159175,hand_F9031,マーズグローブ,制服デザインコンテスト一般部門の最優秀作品。ペンネーム・遠野四季さんがデザインした、女生徒用「天文学部」の手袋,6,4,8,1,0,0,2,0,0,0,0,0,522222
159176,cap_F9031,サンライズハット,制服デザインコンテスト一般部門の最優秀作品。ペンネーム・遠野四季さんがデザインした、女生徒用「天文学部」の帽子,6,4,1,2,0,0,2,0,0,0,0,0,522222
159177,special_M9032,吹奏楽団服,制服デザインコンテスト学生部門の最優秀作品。<br>ペンネーム・コテラさんがデザインした、男子生徒用「吹奏楽部」の制服,6,4,192,1,0,0,1,0,0,0,0,1,522222
159178,foot_M9032,吹奏楽団靴,制服デザインコンテスト学生部門の最優秀作品。<br>ペンネーム・コテラさんがデザインした、男子生徒用「吹奏楽部」の靴,6,4,256,1,0,0,1,0,0,0,0,1,522222
159179,cap_M9032,吹奏楽団帽,制服デザインコンテスト学生部門の最優秀作品。<br>ペンネーム・コテラさんがデザインした、男子生徒用「吹奏楽部」の帽子,6,4,1,2,0,0,1,0,0,0,0,0,522222
159180,special_F9032,吹奏楽団服,制服デザインコンテスト学生部門の最優秀作品。<br>ペンネーム・コテラさんがデザインした、女生徒用「吹奏楽部」の制服,6,4,192,1,0,0,2,0,0,0,0,1,522222
159181,foot_F9032,吹奏楽団靴,制服デザインコンテスト学生部門の最優秀作品。<br>ペンネーム・コテラさんがデザインした、女生徒用「吹奏楽部」の靴,6,4,256,1,0,0,2,0,0,0,0,1,522222
159182,cap_F9032,吹奏楽団帽,制服デザインコンテスト学生部門の最優秀作品。<br>ペンネーム・コテラさんがデザインした、女生徒用「吹奏楽部」の帽子,6,4,1,2,0,0,2,0,0,0,0,0,522222
10005,blade_A0005,リングダガー,こぶし大のリングが剣頭に付いているためリングダガーと呼ばれるようになった。リングのため隠しにくく、短剣としてはあまり役に立たない,2,4,16,2,1,6,0,0,0,0,0,0,0
10010,blade_A0010,包丁,りんごを剥いたり刺身を作る時に使われる。モンスターを料理するために作られた武器と言う者もいるが、今までモンスター料理は出たことがない,2,4,16,2,1,6,0,0,0,0,0,0,0
10014,blade_A0014,アサシンサンダー,暗殺者が愛用する武器。柄のゴム部分を除いてブレード全体に電気が流れていて、触れるだけで致命的なダメージを受ける,2,4,16,2,1,6,0,0,0,0,0,0,0
10017,blade_A0017,アスラブレード,鬼神が封じ込められているというブレード。鬼神にも勝る度胸がある者だけが使うことが出来る。使いこなせるなら、その威力は恐るべきもの……,2,4,16,2,1,6,0,0,0,0,0,0,0
10009,blade_A0009,イブニングスター,一日のうち、夕方に一番強くなると言ううわさがある武器。実際に使ってみると、うわさにはあまり信憑性がないように感じる,2,4,16,2,1,6,0,0,101,20011,0,0,0
10007,blade_A0007,釘バット,木刀とともに二大不良武器で、不良モードの必需品。凶悪な形をしていて、使う方もたまに怖くなることがある,2,4,16,2,1,6,0,0,101,20009,0,0,0
19001,blade_A0001,限界突破スティンガー,幻の改造スティンガー。潜在能力を無理に引き出している為、4年生以上でないと扱えない。<br>2006年5月11日(木)定期メンテナンス時に消滅する。,2,4,16,2,1,4,0,0,102,20001,0,0,0
19002,blade_A0011,トニックブレード,ソニックブレードの偽物。豪快なバーテンダーがカクテルを混ぜるのに使っていたという。出力が弱い為、1年生でも扱うことができる。<br>2006年5月11日(木)定期メンテナンス時に消滅する。,2,4,16,2,1,1,0,0,104,20014,0,0,0
19003,blade_A0019,ペーパードライバー,ペーパークラフトで出来ているスクリュードライバー。当然ながら本物より弱い。無事故を続けるとゴールドになるかも？<br>2006年5月11日(木)定期メンテナンス時に消滅する。,2,4,16,2,1,1,0,0,104,20016,0,0,0
19004,blade_A0013,お試しハンマー,ジャガーノートハンマーにそっくりだが、本物よりも軽い金属で出来ているため、2年生でも扱うことができる。<br>2006年5月11日(木)定期メンテナンス時に消滅する。,2,4,16,2,1,2,0,0,102,20018,0,0,0
19005,blade_A0021,プリンガー,ブリンガーの偽物。3年生でも装備できるが攻撃力は低い。お菓子を作る時、かき混ぜ器として使うと意外と便利？<br>2006年5月11日(木)定期メンテナンス時に消滅する。,2,4,16,2,1,3,0,0,102,20028,0,0,0
19006,blade_A0003,イベントめがとんはんまー,やや小型だが威力充分のハンマー。インパクトの瞬間に質量が打点に集中する構造のため、片手で扱える重さだが大きなダメージを与えられる,2,5,16,2,1,4,0,0,101,20003,0,0,0
19007,blade_A1006,"?? ?? YT","?? ??? ???. ??? ??? ?? 2? ?? ??? ????. ?? ????? ????? ? ? ??.<br>??? ???? 1?? ?? ????? ??.",2,4,16,2,1,1,0,0,104,20008,0,0,0
19008,blade_A1002,"??? ?? ?? YT","??? ??? ??? ??? ??? ?? ????. ?? ??????? ????.<br>??? ???? 1?? ?? ????? ??.",2,4,16,2,1,1,0,0,104,20002,0,0,0
19009,blade_A0001,スティンガー,カッター型のブレード,2,4,16,2,1,1,0,0,102,20001,0,0,0
19010,blade_A0019,スクリュードライバー,ねじのような形のプラスドライバー,2,4,16,2,1,2,0,0,104,20016,0,0,0
19011,blade_A0015,サンダーセイバー,柄の充電池から流れるエネルギーを集束させた刀身を持つ光線剣。振り回す度に聞こえる音がかっこいい,2,4,16,2,1,3,0,0,104,20021,0,0,0
19012,blade_A1006,赤檀木刀,幻の木材として古くから伝わる赤檀で作られた木刀。普通の木刀とは違った「風格」があるので、番長を名乗るなら絶対オススメの一本！,2,4,16,2,1,1,0,0,104,20008,0,0,0
19013,blade_A1002,バロソードＭ,"計測道具として、プロも納得の精度を誇るバロソード。その長さは、1秒の1/299,792,458に光が真空中を伝わる距離と、正確に一致するらしい",2,4,16,2,1,1,0,0,104,20002,0,0,0
19014,blade_A1004,レイピア＝ローズ,長く尖った剣身を持つブレード。鋭い棘を持つ薔薇のように、その剣身は艶やかに紅く染まっている,2,4,16,2,1,2,0,0,104,20005,0,0,0
19015,blade_A1011,ソニックブレード・親方,材木の伐採場や建築現場の作業者から絶大な支持を得ている、切断用機械。武器としても、通常のソニックブレードと同等の威力を誇る,2,4,16,2,1,2,0,0,104,20014,0,0,0
19016,blade_A1016,カタナ・無銘,日本古来のブレード。サムライの象徴として美術品のように扱われた時代のものではなく、戦国時代の名も無き兵が使っていた無銘の業物。使い込まれて刀身の色が朱に染まっている,2,4,16,2,1,3,0,0,104,20022,0,0,0
19017,blade_A1013,ギガンティックハンマー,ジャガーノートハンマーを持った相手と決闘するために作られた武器。この武器を手にした日から、ジャガーノートハンマーの使い手と戦わなければならない宿命を持つようになる,2,4,16,2,1,3,0,0,102,20018,0,0,0
19018,blade_A1006,妖樹木刀,妖怪「人面樹」が材料の木刀。呪われており、使い続けると持ち主を人面樹に変えてしまうという。気にならない人は、圧倒的な呪いのパワーを堪能しよう。(2006年8月17日に交換不可能になり、8月24日に消滅します),2,5,16,2,1,4,0,0,104,20008,0,0,0
19019,blade_A1004,レイピア＝ヴァンパイア,不老不死のヴァンパイアが乙女の血を浴びるために使った凶器だという。元の持ち主の魂が宿っているのか、巻きついたツタは獲物を求めて蠢いている。(2006年8月17日に交換不可能になり、8月24日に消滅します),2,5,16,2,1,2,0,0,104,20005,0,0,0
19020,blade_A1015,雷獣針,落雷と共に現れるといわれる妖怪「雷獣」の雷を受けて強力になったダークセイバー。スキル使用時は、落雷注意を呼びかけよう。(2006年8月17日に交換不可能になり、8月24日に消滅します),2,5,16,2,1,5,0,0,104,20021,0,0,0
19021,blade_A0021,鎌鼬,妖怪「鎌鼬」が化けたブレード。鎌鼬は、一体目が人を倒し、二体目が傷をつけ、三体目が、その傷を治すといわれている。(2006年8月17日に交換不可能になり、8月24日に消滅します),2,5,16,2,1,1,0,0,102,20028,0,0,0
19022,blade_A0012,飛頭蛮はんまー,昼間は人間だが、夜は首が胴体から飛び立つという妖怪「飛頭蛮」を捕獲した武器。スキル使用時に飛び立ってしまわないよう注意しよう！(2006年8月17日に交換不可能になり、8月24日に消滅します),2,5,16,2,1,3,0,0,101,20032,0,0,0
10006,blade_A0006,木刀,不良モードの必需品。釘バットとともに二大不良武器と呼ばれる。実用性よりも、見た目の怖さが効果的,2,4,16,2,1,1,0,0,104,20008,0,0,0
11006,blade_A1006,赤檀木刀,幻の木材として古くから伝わる赤檀で作られた木刀。普通の木刀とは違った「風格」があるので、番長を名乗るなら絶対オススメの一本！,2,4,16,2,1,1,0,0,104,20008,0,0,0
10002,blade_A0002,バロソード,長さを測るのに便利な機能を持つブレード。１年生に最適,2,4,16,2,1,1,0,0,104,20002,0,0,0
11002,blade_A1002,バロソードＭ,"計測道具として、プロも納得の精度を誇るバロソード。その長さは、1秒の1/299,792,458に光が真空中を伝わる距離と、正確に一致するらしい",2,4,16,2,1,1,0,0,104,20002,0,0,0
10001,blade_A0001,スティンガー,カッター型のブレード,2,4,16,2,1,1,0,0,102,20001,0,0,0
11001,blade_A1001,スティンガー・ANNA,可愛らしいピンク色で、SDアンナのイラスト入りのスティンガー。いつでもどこでもアンナと一緒！,2,4,16,2,1,1,0,0,102,20001,0,0,0
10004,blade_A0004,レイピア＝ヴァイン,長く尖った剣身を持つブレード。剣身とガード部分にツタが巻き付いている,2,4,16,2,1,2,0,0,104,20005,0,0,0
11004,blade_A1004,レイピア＝ローズ,長く尖った剣身を持つブレード。鋭い棘を持つ薔薇のように、その剣身は艶やかに紅く染まっている,2,4,16,2,1,2,0,0,104,20005,0,0,0
10011,blade_A0011,ソニックブレード,チェーンソーの原理で高速回転する刃が付いたブレード,2,4,16,2,1,2,0,0,104,20014,0,0,0
11011,blade_A1011,ソニックブレード・親方,材木の伐採場や建築現場の作業者から絶大な支持を得ている、切断用機械。武器としても、通常のソニックブレードと同等の威力を誇る,2,4,16,2,1,2,0,0,104,20014,0,0,0
10019,blade_A0019,スクリュードライバー,ねじのような形のプラスドライバー,2,4,16,2,1,2,0,0,104,20016,0,0,0
11019,blade_A1019,クロスヘッドドライバー,先端の十字型の部分が特殊合金製になっているスクリュードライバー。ネジ穴が潰れてしまったネジも締めたり緩めたり出来るように作られている,2,4,16,2,1,2,0,0,104,20016,0,0,0
10016,blade_A0016,カタナ,日本古来のブレードで、サムライの象徴。刃が鋭いので、低学年は使用禁止にされている,2,4,16,2,1,3,0,0,104,20022,0,0,0
11016,blade_A1016,カタナ・無銘,日本古来のブレード。サムライの象徴として美術品のように扱われた時代のものではなく、戦国時代の名も無き兵が使っていた無銘の業物。使い込まれて刀身の色が朱に染まっている,2,4,16,2,1,3,0,0,104,20022,0,0,0
10013,blade_A0013,ジャガーノートハンマー,無骨で凶悪に重いハンマー。見ているだけでもダメージを受けるような気がするほどだ。この武器を持った相手と決闘するのは絶対に避けよう,2,4,16,2,1,3,0,0,102,20018,0,0,0
11013,blade_A1013,ギガンティックハンマー,ジャガーノートハンマーを持った相手と決闘するために作られた武器。この武器を手にした日から、ジャガーノートハンマーの使い手と戦わなければならない宿命を持つようになる,2,4,16,2,1,3,0,0,102,20018,0,0,0
10015,blade_A0015,サンダーセイバー,柄の充電池から流れるエネルギーを集束させた刀身を持つ光線剣。振り回す度に聞こえる音がかっこいい,2,4,16,2,1,3,0,0,104,20021,0,0,0
11015,blade_A1015,ダークセイバー,サンダーセイバーの使い手が強い意志で悪の道を選んだ時、その刀身は闇の色に染まりダークセイバーへと変化するというが、電池を交換すると普通のサンダーセイバーに戻るという噂もある,2,4,16,2,1,3,0,0,104,20021,0,0,0
10021,blade_A0021,ブリンガー,大きい鎌のような形のブレード,2,4,16,2,1,4,0,0,102,20028,0,0,0
11021,blade_A1021,パニッシャー,ブリンガーの原型となった武器。元来モンスター退治用ではなく、罪人の処刑のために使われていたという,2,4,16,2,1,4,0,0,102,20028,0,0,0
10022,blade_A0022,シーウィード,海の妖精が使うという金色の粉で作られたブレード,2,4,16,2,1,4,0,0,102,20029,0,0,0
11022,blade_A1022,ディープシーウィード,深い海の底に住む妖精が作ったというブレード。きらめくような青い刀身をしているが、これを作った妖精自身は光の差さない海底にいるため、決してそれを知ることはない,2,4,16,2,1,4,0,0,102,20029,0,0,0
10003,blade_A0003,めがとんはんまー,やや小型だが威力充分のハンマー。インパクトの瞬間に質量が打点に集中する構造のため、片手で扱える重さだが大きなダメージを与えられる,2,4,16,2,1,4,0,0,101,20003,0,0,0
10008,blade_A0008,フライPANG☆,とても大きなフライパン。元々、ダチョウの卵を焼くために作られたというウワサがある,2,4,16,2,1,5,0,0,101,20030,0,0,0
10012,blade_A0012,マジカルストンパー,玩具のような外見だが、実はかなりの威力を誇る。油断して殴られた相手はそのダメージにビックリ！,2,4,16,2,1,5,0,0,101,20032,0,0,0
10023,blade_A0023,ライトブレイカー,蛍光灯をベースとして作られたブレード。簡単には割れないように強化されているので安心して戦える,2,4,16,2,1,5,0,0,102,20033,0,0,0
10020,blade_A0020,ヴァーミリオンエッジ,剣身よりも大きい、赤いダイヤモンドがガード部分に付いているこのブレードは、宝石が光を発する時、より強くなるという,2,4,16,2,1,6,0,0,102,0,0,0,0
10024,blade_A0024,スティンガーFE,スティンガーの最終進化形態,2,4,16,2,1,6,0,0,102,0,0,0,0
10018,blade_A0018,教頭スレイヤー,極秘で6年生にだけ受け継がれ続ける、伝説のブレード。このブレードを手にした者は、教頭にさえ勝てる力を持つようになるそうだ,2,4,16,2,1,6,0,0,102,0,0,0,0
20004,glorb_A0004,竹馬故友クロー,青竹のような感じのグローブ,3,4,8,1,2,0,0,0,0,40003,0,0,0
20012,glorb_A0012,ギガンティックギア,最も重いグローブ。古代の巨人族が使ったというグローブを、生徒用に改造した武器だ。使いこなすのは難しいが、一旦慣れればもう怖いものなしだ,0,4,0,0,0,0,0,0,0,0,0,0,0
20020,glorb_A0020,デュアルガントレット,大きなボーリング玉を手にはめたような外見は、見るからに驚異的だ,0,4,0,0,0,0,0,0,0,0,0,0,0
29001,glorb_A0002,超・浩然之気,浩然之気の出力が限界を超えた物。その光は神仙の如き輝きを放つが、素材への負担も大きい。4年生以上しか装備できない。<br>2006年5月11日(木)定期メンテナンス時に消滅する。,3,4,8,1,2,4,0,0,302,40030,0,0,0
29002,glorb_A0015,バイパーナックル,"ヴァイパーナックルの未完成品。毒の塗布が完全でないため 1年生でも扱うことが出来る。<br>2006年5月11日(木)定期メンテナンス時に消滅する。",3,4,8,1,2,1,0,0,301,40020,0,0,0
29003,glorb_A0021,練習用バンテージ,"長さ2.5m以下のバンテージ。しっかり拳を守って修練に励もう。 1年生でも着用可能。<br>2006年5月11日(木)定期メンテナンス時に消滅する。",3,4,8,1,2,1,0,0,301,40028,0,0,0
29004,glorb_A0005,レインポーフィスト,レインボーフィストの偽物。使っているとすぐ壊れるが、威力が弱い分、低学年でも使用可能。<br>2006年5月11日(木)定期メンテナンス時に消滅する。,3,4,8,1,2,2,0,0,302,40006,0,0,0
29005,glorb_A0014,怪盗乱麻,どこからともなく現れ、レアアイテムを盗むという怪盗が、犯行現場に本物とすりかえて残していった偽物。3年生でも装備できる。<br>2006年5月11日(木)定期メンテナンス時に消滅する。,3,4,8,1,2,3,0,0,302,40017,0,0,0
29006,glorb_A0008,イベントバトルクロー,古代、主に大規模な戦闘で使われたという伝説があるグローブ。現在はモンスター退治用に改造されているが、その異様な迫力は健在,3,5,8,1,2,4,0,0,303,40010,0,0,0
29007,glorb_A1001,"???? ??? YT","??? ?? ??? ???.<br>??? ???? 1?? ?? ????? ??.",3,4,8,1,2,1,0,0,302,40001,0,0,0
29008,glorb_A1003,"The ???? ??? YT","?? ?? ???.<br>??? ???? 1?? ?? ????? ??.",3,4,8,1,2,1,0,0,302,40003,0,0,0
29009,glorb_A0002,浩然之気,手甲のレンズが青く輝くグローブ。輝く気の弾を飛ばすスキル攻撃が出来る,3,4,8,1,2,1,0,0,302,40030,0,0,0
29010,glorb_A0021,ジョーのバンテージ,伝説の格闘王ジョーが拳に巻いていたという包帯,3,4,8,1,2,2,0,0,301,40028,0,0,0
29011,glorb_A0013,フェニックスナックル,不死鳥の羽毛で作ったというグローブ,3,4,8,1,2,3,0,0,302,40016,0,0,0
29012,glorb_A1001,有備無患,堅い金属製のグローブ。固い地面や壁に打ちつけると火花を散らし、炎の拳となる,3,4,8,1,2,1,0,0,302,40001,0,0,0
29013,glorb_A1003,窮極ザリンゴビフィスト,持ち主を窮地に追い込むというグローブ。生きて勝利をつかむか栄養失調で倒れるか、まさに背水の陣。心を鍛えるのに最高,3,4,8,1,2,1,0,0,302,40003,0,0,0
29014,glorb_A1007,ブラックジャック,ここ一番の勝負の際、最高のカードか最悪のカードを50%ずつの確率で引き当てるというこのグローブは、多くのギャンブラーの憧れであり、同時に恐れられている,3,4,8,1,2,2,0,0,301,40008,0,0,0
29015,glorb_A1015,ヴェノムナックル,蛇の皮で作った後、その表面に特殊調合の蛇毒を塗って完成させたグローブ。打撃を受けた相手は必ずひどい中毒状態に陥るため、現在は販売も使用も禁止されている。長時間装備していると、毒が使用者自身を…,3,4,8,1,2,2,0,0,301,40020,0,0,0
29016,glorb_A1019,フェノメーター・プロト,探査用に製作されたフェノメーターギアのプロトタイプ。量産されたフェノメーターギアには無い機能があるが、戦闘用の性能は既に完成されている,3,4,8,1,2,3,0,0,301,40014,0,0,0
29017,glorb_A1005,バイオレットフィスト,レインボーフィストの改良版。技を放つ度に描かれる虹の紫色が、さらに美しく発色されるようになったという。使い手は、なぜかよく日焼けしていることが多い,3,4,8,1,2,3,0,0,302,40006,0,0,0
29018,glorb_A1001,大蝦蟇グローブ,人や動物を誘う気を放って獲物を呼び寄せるという、妖怪「大蝦蟇」の皮が材料のグローブ。べとべとする上、人を誘い出す気を発している厄介な代物。(2006年8月17日に交換不可能になり、8月24日に消滅します),3,5,8,1,2,3,0,0,302,40001,0,0,0
29019,glorb_A0021,一反木綿バンテージ,付喪神の一種で、布が妖怪になった「一反木綿」がバンテージと化したもの。一反＝約11メートルで、通常のバンテージより長いため上級生向けである。(2006年8月17日に交換不可能になり、8月24日に消滅します),3,5,8,1,2,1,0,0,301,40028,0,0,0
29020,glorb_A1005,八咫烏,神の使いともいわれる、三本の足を持つ妖怪「八咫烏」の翼を使用したグローブ。正確な道筋を指して羽ばたくため方向音痴の人でも安心。(2006年8月17日に交換不可能になり、8月24日に消滅します),3,5,8,1,2,5,0,0,302,40006,0,0,0
29021,glorb_A1009,妖画百景,妖怪画家が着色したことで妖気を放つようになったグローブ。見つめ続けると100体の妖怪が浮かんで見える3Dアート仕様。1時間おきに15分の休憩が必要？(2006年8月17日に交換不可能になり、8月24日に消滅します),3,5,8,1,2,2,0,0,302,40011,0,0,0
29022,glorb_A0011,オーガトゥースギア,妖怪「鬼」が使用者を襲うために化けたグローブ。戦い続けて鬼の食欲を満たしてやれば食われずに済む。鬼が一口で物を食らう勢いを例えて「鬼一口」という。(2006年8月17日に交換不可能になり、8月24日に消滅します),3,5,8,1,2,4,0,0,303,40013,0,0,0
20001,glorb_A0001,有備無患,堅い金属製のグローブ。固い地面や壁に打ちつけると火花を散らし、炎の拳となる,3,4,8,1,2,1,0,0,302,40001,0,0,0
21001,glorb_A1001,無備有患,入門用グローブとしてベストセラー商品になった「有備無患」の初期バージョン。名前に反し、関係者の不注意で欠陥があるまま販売され、後に回収された。そのため皮肉を込めて「備え無ければ患有り」と呼ばれている,3,4,8,1,2,1,0,0,302,40001,0,0,0
20003,glorb_A0003,ザリンゴビフィスト,何度も修繕された、つぎはぎだらけのグローブ。ハングリー精神が込められている,3,4,8,1,2,1,0,0,302,40003,0,0,0
21003,glorb_A1003,窮極ザリンゴビフィスト,持ち主を窮地に追い込むというグローブ。生きて勝利をつかむか栄養失調で倒れるか、まさに背水の陣。心を鍛えるのに最高,3,4,8,1,2,1,0,0,302,40003,0,0,0
20002,glorb_A0002,浩然之気,手甲のレンズが青く輝くグローブ。輝く気の弾を飛ばすスキル攻撃が出来る,3,4,8,1,2,1,0,0,302,40030,0,0,0
21002,glorb_A1002,浩然之心,手甲のレンズが青く輝くグローブ。天地神明に恥じることのない心の持ち主だけが、その真の能力を発揮できるといわれている,3,4,8,1,2,1,0,0,302,40030,0,0,0
20007,glorb_A0007,ギャンブルハンド,手の甲にスペードのエースが彫刻されているグローブ。スキル攻撃の時にはカードが現れる,3,4,8,1,2,2,0,0,301,40008,0,0,0
21007,glorb_A1007,ブラックジャック,ここ一番の勝負の際、最高のカードか最悪のカードを50%ずつの確率で引き当てるというこのグローブは、多くのギャンブラーの憧れであり、同時に恐れられている,3,4,8,1,2,2,0,0,301,40008,0,0,0
20015,glorb_A0015,ヴァイパーナックル,蛇の皮で作った後、その表面に蛇毒を塗って完成させたグローブ。打撃を受けた相手は必ずひどい中毒状態に陥るため、現在は販売も使用も禁止されている。不良生徒たちの秘密武器として使われている,3,4,8,1,2,2,0,0,301,40020,0,0,0
21015,glorb_A1015,ヴェノムナックル,蛇の皮で作った後、その表面に特殊調合の蛇毒を塗って完成させたグローブ。打撃を受けた相手は必ずひどい中毒状態に陥るため、現在は販売も使用も禁止されている。長時間装備していると、毒が使用者自身を…,3,4,8,1,2,2,0,0,301,40020,0,0,0
20021,glorb_A0021,ジョーのバンテージ,伝説の格闘王ジョーが拳に巻いていたという包帯,3,4,8,1,2,2,0,0,301,40028,0,0,0
21021,glorb_A1021,ジョーのバンテージ血涙,伝説の格闘王ジョーが拳に巻いていたという使い古しの包帯。ジョーの流した血と汗と涙が染み込んでいる,3,4,8,1,2,2,0,0,301,40028,0,0,0
20019,glorb_A0019,フェノメーターギア,手の甲に計器盤がついたこのグローブは、探査用に製作された,3,4,8,1,2,3,0,0,301,40014,0,0,0
21019,glorb_A1019,フェノメーター・プロト,探査用に製作されたフェノメーターギアのプロトタイプ。量産されたフェノメーターギアには無い機能があるが、戦闘用の性能は既に完成されている,3,4,8,1,2,3,0,0,301,40014,0,0,0
20005,glorb_A0005,レインボーフィスト,技を放つ度に、虹色の軌跡が描かれることからレインボーフィストと呼ばれるようになった。スキル攻撃を使う度に虹が現れるので、学園祭の時よく使われる,3,4,8,1,2,3,0,0,302,40006,0,0,0
21005,glorb_A1005,バイオレットフィスト,レインボーフィストの改良版。技を放つ度に描かれる虹の紫色が、さらに美しく発色されるようになったという。使い手は、なぜかよく日焼けしていることが多い,3,4,8,1,2,3,0,0,302,40006,0,0,0
20013,glorb_A0013,フェニックスナックル,不死鳥の羽毛で作ったというグローブ,3,4,8,1,2,3,0,0,302,40016,0,0,0
21013,glorb_A1013,ヘヴンリーフェニックス,千回の死と再生を繰り返し、天界へと昇華した不死鳥が最後に残していった羽毛で作ったというグローブ,3,4,8,1,2,3,0,0,302,40016,0,0,0
20014,glorb_A0014,快刀乱麻,速度において最高の武器。ただ速度を重視するあまり、威力がそれほどない,3,4,8,1,2,4,0,0,302,40017,0,0,0
21014,glorb_A1014,怪力乱神,「技の快刀乱麻、力の怪力乱神」と並び称される。悪の組織が「快刀乱麻」を模して作った武器だが、清く正しく強い心の持ち主が使えば真の力を発揮すると言われる,3,4,8,1,2,4,0,0,302,40017,0,0,0
20009,glorb_A0009,天方地軸,こんな奇天烈なデザインのグローブを使う者の気が知れない。しかしこのグローブを使った生徒たちは、みんな口をそろえて誉めまくる,3,4,8,1,2,4,0,0,302,40011,0,0,0
21009,glorb_A1009,天真爛漫,芸術を紙一重上回っているデザインのグローブ。見慣れると意外とカワイイと評判。子供かチンパンジーが気の向くままに描いた絵がデザインされているという噂がある,3,4,8,1,2,4,0,0,302,40011,0,0,0
